ID,IP,DATATIME,TOTALUSAGE
"6608668","102.200.218.193","2023-01-30 03:48",1.18
"6608669","102.200.218.193","2023-01-30 03:47",0.94
"6608670","102.200.218.193","2023-01-30 03:46",1.16
"6608671","102.200.218.193","2023-01-30 03:45",0.75
"6608672","102.200.218.193","2023-01-30 03:44",0.95
"6608673","102.200.218.193","2023-01-30 03:43",0.73
"6608674","102.200.218.193","2023-01-30 03:42",0.94
"6608675","102.200.218.193","2023-01-30 03:41",3.04
"6608676","102.200.218.193","2023-01-30 03:40",0.95
"6608677","102.200.218.193","2023-01-30 03:39",0.83
"6608678","102.200.218.193","2023-01-30 03:38",0.87
"6608679","102.200.218.193","2023-01-30 03:37",0.72
"6608680","102.200.218.193","2023-01-30 03:36",0.92
"6608681","102.200.218.193","2023-01-30 03:35",0.8
"6608682","102.200.218.193","2023-01-30 03:34",0.96
"6608683","102.200.218.193","2023-01-30 03:33",0.94
"6608684","102.200.218.193","2023-01-30 03:32",0.91
"6608685","102.200.218.193","2023-01-30 03:30",1.04
"6608686","102.200.218.193","2023-01-30 03:29",0.78
"6608687","102.200.218.193","2023-01-30 03:28",0.97
"6608688","102.200.218.193","2023-01-30 03:27",0.73
"6608689","102.200.218.193","2023-01-30 03:26",0.86
"6608690","102.200.218.193","2023-01-30 03:25",0.88
"6608691","102.200.218.193","2023-01-30 03:24",0.97
"6608692","102.200.218.193","2023-01-30 03:23",0.73
"6608693","102.200.218.193","2023-01-30 03:22",0.9
"6608694","102.200.218.193","2023-01-30 03:21",0.77
"6608695","102.200.218.193","2023-01-30 03:20",0.96
"6608696","102.200.218.193","2023-01-30 03:19",0.75
"6608697","102.200.218.193","2023-01-30 03:18",0.93
"6608698","102.200.218.193","2023-01-30 03:17",0.73
"6608699","102.200.218.193","2023-01-30 03:16",0.89
"6608700","102.200.218.193","2023-01-30 03:15",0.94
"6608701","102.200.218.193","2023-01-30 03:13",0.78
"6608702","102.200.218.193","2023-01-30 03:12",1.01
"6608703","102.200.218.193","2023-01-30 03:11",0.77
"6608704","102.200.218.193","2023-01-30 03:10",0.99
"6608705","102.200.218.193","2023-01-30 03:09",0.89
"6608706","102.200.218.193","2023-01-30 03:08",0.9
"6608707","102.200.218.193","2023-01-30 03:07",0.75
"6608708","102.200.218.193","2023-01-30 03:06",0.89
"6608709","102.200.218.193","2023-01-30 03:05",0.75
"6608710","102.200.218.193","2023-01-30 03:04",0.91
"6608711","102.200.218.193","2023-01-30 03:03",0.75
"6608712","102.200.218.193","2023-01-30 03:02",0.89
"6608713","102.200.218.193","2023-01-30 03:01",0.73
"6608714","102.200.218.193","2023-01-30 03:00",1.2
"6608715","102.200.218.193","2023-01-30 02:59",0.79
"6608716","102.200.218.193","2023-01-30 02:58",0.88
"6608717","102.200.218.193","2023-01-30 02:57",0.77
"6608718","102.200.218.193","2023-01-30 02:56",0.87
"6608719","102.200.218.193","2023-01-30 02:55",0.93
"6608720","102.200.218.193","2023-01-30 02:54",0.97
"6608721","102.200.218.193","2023-01-30 02:53",0.7
"6608722","102.200.218.193","2023-01-30 02:51",0.73
"6608723","102.200.218.193","2023-01-30 02:50",1.08
"6608724","102.200.218.193","2023-01-30 02:49",0.79
"6608725","102.200.218.193","2023-01-30 02:48",0.98
"6608726","102.200.218.193","2023-01-30 02:47",0.77
"6608727","102.200.218.193","2023-01-30 02:46",0.98
"6608728","102.200.218.193","2023-01-30 02:45",1.18
"6608729","102.200.218.193","2023-01-30 02:44",0.94
"6608730","102.200.218.193","2023-01-30 02:43",0.69
"6608731","102.200.218.193","2023-01-30 02:42",0.98
"6608732","102.200.218.193","2023-01-30 02:41",0.72
"6608733","102.200.218.193","2023-01-30 02:40",0.97
"6608734","102.200.218.193","2023-01-30 02:39",0.79
"6608735","102.200.218.193","2023-01-30 02:38",0.93
"6608736","102.200.218.193","2023-01-30 02:37",0.78
"6608737","102.200.218.193","2023-01-30 02:35",0.74
"6608738","102.200.218.193","2023-01-30 02:34",0.96
"6608739","102.200.218.193","2023-01-30 02:33",0.75
"6608740","102.200.218.193","2023-01-30 02:32",0.89
"6608741","102.200.218.193","2023-01-30 02:31",0.71
"6608742","102.200.218.193","2023-01-30 02:30",1.02
"6608743","102.200.218.193","2023-01-30 02:29",0.79
"6608744","102.200.218.193","2023-01-30 02:28",0.91
"6608745","102.200.218.193","2023-01-30 02:27",0.82
"6608746","102.200.218.193","2023-01-30 02:26",1.59
"6608747","102.200.218.193","2023-01-30 02:25",0.95
"6608748","102.200.218.193","2023-01-30 02:24",0.83
"6608749","102.200.218.193","2023-01-30 02:23",0.75
"6608750","102.200.218.193","2023-01-30 02:22",0.96
"6608751","102.200.218.193","2023-01-30 02:21",0.74
"6608752","102.200.218.193","2023-01-30 02:20",1.21
"6608753","102.200.218.193","2023-01-30 02:19",0.78
"6608754","102.200.218.193","2023-01-30 02:18",1.01
"6608755","102.200.218.193","2023-01-30 02:17",0.77
"6608756","102.200.218.193","2023-01-30 02:16",0.88
"6608757","102.200.218.193","2023-01-30 02:15",0.83
"6608758","102.200.218.193","2023-01-30 02:13",0.76
"6608759","102.200.218.193","2023-01-30 02:11",0.72
"6608760","102.200.218.193","2023-01-30 02:10",1.13
"6608761","102.200.218.193","2023-01-30 02:09",0.91
"6608762","102.200.218.193","2023-01-30 02:08",0.86
"6608763","102.200.218.193","2023-01-30 02:07",0.71
"6608764","102.200.218.193","2023-01-30 02:06",1.01
"6608765","102.200.218.193","2023-01-30 02:05",1.49
"6608766","102.200.218.193","2023-01-30 02:04",1.07
"6608767","102.200.218.193","2023-01-30 02:03",0.75
"6608768","102.200.218.193","2023-01-30 02:02",0.95
"6608769","102.200.218.193","2023-01-30 02:01",1.41
"6608770","102.200.218.193","2023-01-30 02:00",0.97
"6608771","102.200.218.193","2023-01-30 01:59",0.77
"6608772","102.200.218.193","2023-01-30 01:57",0.72
"6608773","102.200.218.193","2023-01-30 01:56",0.88
"6608774","102.200.218.193","2023-01-30 01:55",0.92
"6608775","102.200.218.193","2023-01-30 01:54",1.24
"6608776","102.200.218.193","2023-01-30 01:53",0.86
"6608777","102.200.218.193","2023-01-30 01:52",0.91
"6608778","102.200.218.193","2023-01-30 01:51",0.72
"6608779","102.200.218.193","2023-01-30 01:50",2.09
"6608780","102.200.218.193","2023-01-30 01:49",0.72
"6608781","102.200.218.193","2023-01-30 01:48",0.84
"6608782","102.200.218.193","2023-01-30 01:46",0.83
"6608783","102.200.218.193","2023-01-30 01:45",0.93
"6608784","102.200.218.193","2023-01-30 01:44",1.02
"6608785","102.200.218.193","2023-01-30 01:43",0.73
"6608786","102.200.218.193","2023-01-30 01:42",0.98
"6608787","102.200.218.193","2023-01-30 01:41",0.73
"6608788","102.200.218.193","2023-01-30 01:40",1.03
"6608789","102.200.218.193","2023-01-30 01:39",0.76
"6608790","102.200.218.193","2023-01-30 01:38",0.95
"6608791","102.200.218.193","2023-01-30 01:37",0.78
"6608792","102.200.218.193","2023-01-30 01:36",0.88
"6608793","102.200.218.193","2023-01-30 01:35",1.48
"6608794","102.200.218.193","2023-01-30 01:34",1.02
"6608795","102.200.218.193","2023-01-30 01:33",0.78
"6608796","102.200.218.193","2023-01-30 01:32",0.93
"6608797","102.200.218.193","2023-01-30 01:31",0.73
"6608798","102.200.218.193","2023-01-30 01:30",0.95
"6608799","102.200.218.193","2023-01-30 01:29",0.86
"6608800","102.200.218.193","2023-01-30 01:28",6.94
"6608801","102.200.218.193","2023-01-30 01:27",7.01
"6608802","102.200.218.193","2023-01-30 01:25",7.11
"6608803","102.200.218.193","2023-01-30 01:24",1.08
"6608804","102.200.218.193","2023-01-30 01:23",0.75
"6608805","102.200.218.193","2023-01-30 01:22",0.94
"6608806","102.200.218.193","2023-01-30 01:21",0.73
"6608807","102.200.218.193","2023-01-30 01:20",1.52
"6608808","102.200.218.193","2023-01-30 01:19",0.94
"6608809","102.200.218.193","2023-01-30 01:18",0.95
"6608810","102.200.218.193","2023-01-30 01:17",0.86
"6608811","102.200.218.193","2023-01-30 01:16",1.54
"6608812","102.200.218.193","2023-01-30 01:15",1.25
"6608813","102.200.218.193","2023-01-30 01:14",1.02
"6608814","102.200.218.193","2023-01-30 01:13",0.71
"6608815","102.200.218.193","2023-01-30 01:12",0.99
"6608816","102.200.218.193","2023-01-30 01:11",0.72
"6608817","102.200.218.193","2023-01-30 01:10",0.99
"6608818","102.200.218.193","2023-01-30 01:09",0.75
"6608819","102.200.218.193","2023-01-30 01:07",0.77
"6608820","102.200.218.193","2023-01-30 01:06",0.91
"6608821","102.200.218.193","2023-01-30 01:05",0.81
"6608822","102.200.218.193","2023-01-30 01:04",0.95
"6608823","102.200.218.193","2023-01-30 01:03",0.76
"6608824","102.200.218.193","2023-01-30 01:02",1.26
"6608825","102.200.218.193","2023-01-30 01:01",0.74
"6608826","102.200.218.193","2023-01-30 01:00",0.97
"6608827","102.200.218.193","2023-01-30 00:59",0.76
"6608828","102.200.218.193","2023-01-30 00:58",0.84
"6608829","102.200.218.193","2023-01-30 00:57",0.71
"6608830","102.200.218.193","2023-01-30 00:56",0.89
"6608831","102.200.218.193","2023-01-30 00:55",0.93
"6608832","102.200.218.193","2023-01-30 00:54",0.96
"6608833","102.200.218.193","2023-01-30 00:53",0.78
"6608834","102.200.218.193","2023-01-30 00:52",0.88
"6608835","102.200.218.193","2023-01-30 00:51",0.73
"6608836","102.200.218.193","2023-01-30 00:50",0.97
"6608837","102.200.218.193","2023-01-30 00:49",0.8
"6608838","102.200.218.193","2023-01-30 00:47",7.3
"6608839","102.200.218.193","2023-01-30 00:46",7.13
"6608840","102.200.218.193","2023-01-30 00:45",6.85
"6608841","102.200.218.193","2023-01-30 00:44",7.06
"6608842","102.200.218.193","2023-01-30 00:43",6.88
"6608843","102.200.218.193","2023-01-30 00:42",7.07
"6608844","102.200.218.193","2023-01-30 00:41",4.12
"6608845","102.200.218.193","2023-01-30 00:40",0.96
"6608846","102.200.218.193","2023-01-30 00:39",0.79
"6608847","102.200.218.193","2023-01-30 00:38",0.88
"6608848","102.200.218.193","2023-01-30 00:37",0.73
"6608849","102.200.218.193","2023-01-30 00:36",0.84
"6608850","102.200.218.193","2023-01-30 00:35",0.78
"6608851","102.200.218.193","2023-01-30 00:34",0.93
"6608852","102.200.218.193","2023-01-30 00:33",0.73
"6608853","102.200.218.193","2023-01-30 00:32",0.98
"6608854","102.200.218.193","2023-01-30 00:31",0.82
"6608855","102.200.218.193","2023-01-30 00:30",1.02
"6608856","102.200.218.193","2023-01-30 00:28",0.84
"6608857","102.200.218.193","2023-01-30 00:27",0.72
"6608858","102.200.218.193","2023-01-30 00:26",0.88
"6608859","102.200.218.193","2023-01-30 00:25",0.92
"6608860","102.200.218.193","2023-01-30 00:24",1.02
"6608861","102.200.218.193","2023-01-30 00:23",0.71
"6608862","102.200.218.193","2023-01-30 00:22",0.98
"6608863","102.200.218.193","2023-01-30 00:21",0.8
"6608864","102.200.218.193","2023-01-30 00:20",1.19
"6608865","102.200.218.193","2023-01-30 00:19",0.77
"6608866","102.200.218.193","2023-01-30 00:18",0.86
"6608867","102.200.218.193","2023-01-30 00:17",0.73
"6608868","102.200.218.193","2023-01-30 00:16",0.92
"6608869","102.200.218.193","2023-01-30 00:15",0.78
"6608870","102.200.218.193","2023-01-30 00:14",0.93
"6608871","102.200.218.193","2023-01-30 00:13",0.75
"6608872","102.200.218.193","2023-01-30 00:12",1.04
"6608873","102.200.218.193","2023-01-30 00:10",0.97
"6608874","102.200.218.193","2023-01-30 00:09",0.81
"6608875","102.200.218.193","2023-01-30 00:08",1.11
"6608876","102.200.218.193","2023-01-30 00:07",0.72
"6608877","102.200.218.193","2023-01-30 00:06",0.93
"6608878","102.200.218.193","2023-01-30 00:05",0.76
"6608879","102.200.218.193","2023-01-30 00:04",1.02
"6608880","102.200.218.193","2023-01-30 00:03",0.83
"6608881","102.200.218.193","2023-01-30 00:02",0.89
"6608882","102.200.218.193","2023-01-30 00:01",0.78
"6608883","102.200.218.193","2023-01-30 00:00",1.25
"6608884","102.200.218.193","2023-01-29 23:59",0.77
"6608885","102.200.218.193","2023-01-29 23:58",0.86
"6608886","102.200.218.193","2023-01-29 23:57",0.72
"6608887","102.200.218.193","2023-01-29 23:56",0.99
"6608888","102.200.218.193","2023-01-29 23:55",2.39
"6608889","102.200.218.193","2023-01-29 23:54",1.01
"6608890","102.200.218.193","2023-01-29 23:53",0.83
"6608891","102.200.218.193","2023-01-29 23:52",0.99
"6608892","102.200.218.193","2023-01-29 23:51",0.78
"6608893","102.200.218.193","2023-01-29 23:49",0.73
"6608894","102.200.218.193","2023-01-29 23:48",0.92
"6608895","102.200.218.193","2023-01-29 23:47",0.78
"6608896","102.200.218.193","2023-01-29 23:45",0.78
"6608897","102.200.218.193","2023-01-29 23:44",0.96
"6608898","102.200.218.193","2023-01-29 23:43",0.76
"6608899","102.200.218.193","2023-01-29 23:42",0.9
"6608900","102.200.218.193","2023-01-29 23:41",0.69
"6608901","102.200.218.193","2023-01-29 23:40",1.21
"6608902","102.200.218.193","2023-01-29 23:39",0.87
"6608903","102.200.218.193","2023-01-29 23:38",0.85
"6608904","102.200.218.193","2023-01-29 23:37",0.7
"6608905","102.200.218.193","2023-01-29 23:36",0.88
"6608906","102.200.218.193","2023-01-29 23:35",0.84
"6608907","102.200.218.193","2023-01-29 23:34",0.91
"6608908","102.200.218.193","2023-01-29 23:32",0.86
"6608909","102.200.218.193","2023-01-29 23:31",0.71
"6608910","102.200.218.193","2023-01-29 23:30",0.94
"6608911","102.200.218.193","2023-01-29 23:29",0.78
"6608912","102.200.218.193","2023-01-29 23:28",0.88
"6608913","102.200.218.193","2023-01-29 23:27",0.76
"6608914","102.200.218.193","2023-01-29 23:26",0.97
"6608915","102.200.218.193","2023-01-29 23:25",0.96
"6608916","102.200.218.193","2023-01-29 23:24",0.96
"6608917","102.200.218.193","2023-01-29 23:23",0.71
"6608918","102.200.218.193","2023-01-29 23:22",0.89
"6608919","102.200.218.193","2023-01-29 23:21",0.84
"6608920","102.200.218.193","2023-01-29 23:20",0.98
"6608921","102.200.218.193","2023-01-29 23:19",0.78
"6608922","102.200.218.193","2023-01-29 23:18",1.09
"6608923","102.200.218.193","2023-01-29 23:17",0.76
"6608924","102.200.218.193","2023-01-29 23:16",0.96
"6608925","102.200.218.193","2023-01-29 23:15",0.85
"6608926","102.200.218.193","2023-01-29 23:14",0.92
"6608927","102.200.218.193","2023-01-29 23:13",0.71
"6608928","102.200.218.193","2023-01-29 23:12",1
"6608929","102.200.218.193","2023-01-29 23:11",0.75
"6608930","102.200.218.193","2023-01-29 23:09",0.78
"6608931","102.200.218.193","2023-01-29 23:07",0.74
"6608932","102.200.218.193","2023-01-29 23:06",0.93
"6608933","102.200.218.193","2023-01-29 23:05",0.83
"6608934","102.200.218.193","2023-01-29 23:04",1.01
"6608935","102.200.218.193","2023-01-29 23:03",0.94
"6608936","102.200.218.193","2023-01-29 23:02",1.12
"6608937","102.200.218.193","2023-01-29 23:01",0.76
"6608938","102.200.218.193","2023-01-29 23:00",1.06
"6608939","102.200.218.193","2023-01-29 22:59",0.79
"6608940","102.200.218.193","2023-01-29 22:58",0.89
"6608941","102.200.218.193","2023-01-29 22:57",0.82
"6608942","102.200.218.193","2023-01-29 22:56",0.89
"6608943","102.200.218.193","2023-01-29 22:55",0.94
"6608944","102.200.218.193","2023-01-29 22:54",0.98
"6608945","102.200.218.193","2023-01-29 22:53",0.75
"6608946","102.200.218.193","2023-01-29 22:52",0.93
"6608947","102.200.218.193","2023-01-29 22:51",0.8
"6608948","102.200.218.193","2023-01-29 22:50",1.07
"6608949","102.200.218.193","2023-01-29 22:49",0.8
"6608950","102.200.218.193","2023-01-29 22:48",1.1
"6608951","102.200.218.193","2023-01-29 22:47",0.75
"6608952","102.200.218.193","2023-01-29 22:46",0.86
"6608953","102.200.218.193","2023-01-29 22:45",0.8
"6608954","102.200.218.193","2023-01-29 22:44",0.93
"6608955","102.200.218.193","2023-01-29 22:43",0.8
"6608956","102.200.218.193","2023-01-29 22:42",0.89
"6608957","102.200.218.193","2023-01-29 22:40",1.03
"6608958","102.200.218.193","2023-01-29 22:39",0.77
"6608959","102.200.218.193","2023-01-29 22:38",0.88
"6608960","102.200.218.193","2023-01-29 22:37",0.79
"6608961","102.200.218.193","2023-01-29 22:36",1.04
"6608962","102.200.218.193","2023-01-29 22:35",0.77
"6608963","102.200.218.193","2023-01-29 22:34",1.11
"6608964","102.200.218.193","2023-01-29 22:33",0.78
"6608965","102.200.218.193","2023-01-29 22:32",0.94
"6608966","102.200.218.193","2023-01-29 22:31",0.73
"6608967","102.200.218.193","2023-01-29 22:30",0.97
"6608968","102.200.218.193","2023-01-29 22:29",1.14
"6608969","102.200.218.193","2023-01-29 22:28",0.9
"6608970","102.200.218.193","2023-01-29 22:27",0.78
"6608971","102.200.218.193","2023-01-29 22:26",0.93
"6608972","102.200.218.193","2023-01-29 22:25",0.97
"6608973","102.200.218.193","2023-01-29 22:24",1.03
"6608974","102.200.218.193","2023-01-29 22:23",0.72
"6608975","102.200.218.193","2023-01-29 22:21",0.77
"6608976","102.200.218.193","2023-01-29 22:20",0.99
"6608977","102.200.218.193","2023-01-29 22:19",0.75
"6608978","102.200.218.193","2023-01-29 22:18",0.95
"6608979","102.200.218.193","2023-01-29 22:17",0.77
"6608980","102.200.218.193","2023-01-29 22:16",0.92
"6608981","102.200.218.193","2023-01-29 22:15",0.91
"6608982","102.200.218.193","2023-01-29 22:14",0.98
"6608983","102.200.218.193","2023-01-29 22:13",0.73
"6608984","102.200.218.193","2023-01-29 22:12",0.89
"6608985","102.200.218.193","2023-01-29 22:11",0.72
"6608986","102.200.218.193","2023-01-29 22:10",0.99
"6608987","102.200.218.193","2023-01-29 22:09",1.17
"6608988","102.200.218.193","2023-01-29 22:08",0.88
"6608989","102.200.218.193","2023-01-29 22:07",0.77
"6608990","102.200.218.193","2023-01-29 22:06",0.95
"6608991","102.200.218.193","2023-01-29 22:05",0.86
"6608992","102.200.218.193","2023-01-29 22:04",1
"6608993","102.200.218.193","2023-01-29 22:03",0.71
"6608994","102.200.218.193","2023-01-29 22:01",0.75
"6608995","102.200.218.193","2023-01-29 22:00",1.06
"6608996","102.200.218.193","2023-01-29 21:59",0.75
"6608997","102.200.218.193","2023-01-29 21:58",0.84
"6608998","102.200.218.193","2023-01-29 21:57",0.8
"6608999","102.200.218.193","2023-01-29 21:56",0.87
"6609000","102.200.218.193","2023-01-29 21:55",0.99
"6609001","102.200.218.193","2023-01-29 21:54",1.88
"6609002","102.200.218.193","2023-01-29 21:53",0.77
"6609003","102.200.218.193","2023-01-29 21:52",0.94
"6609004","102.200.218.193","2023-01-29 21:51",0.82
"6609005","102.200.218.193","2023-01-29 21:50",1
"6609006","102.200.218.193","2023-01-29 21:49",0.8
"6609007","102.200.218.193","2023-01-29 21:48",0.87
"6609008","102.200.218.193","2023-01-29 21:47",0.73
"6609009","102.200.218.193","2023-01-29 21:46",0.87
"6609010","102.200.218.193","2023-01-29 21:44",0.97
"6609011","102.200.218.193","2023-01-29 21:43",0.71
"6609012","102.200.218.193","2023-01-29 21:42",0.94
"6609013","102.200.218.193","2023-01-29 21:41",0.75
"6609014","102.200.218.193","2023-01-29 21:40",1.08
"6609015","102.200.218.193","2023-01-29 21:39",0.81
"6609016","102.200.218.193","2023-01-29 21:38",0.88
"6609017","102.200.218.193","2023-01-29 21:37",1.13
"6609018","102.200.218.193","2023-01-29 21:36",1.14
"6609019","102.200.218.193","2023-01-29 21:35",0.76
"6609020","102.200.218.193","2023-01-29 21:34",1.09
"6609021","102.200.218.193","2023-01-29 21:33",0.81
"6609022","102.200.218.193","2023-01-29 21:32",1.01
"6609023","102.200.218.193","2023-01-29 21:31",0.74
"6609024","102.200.218.193","2023-01-29 21:30",1
"6609025","102.200.218.193","2023-01-29 21:29",0.82
"6609026","102.200.218.193","2023-01-29 21:28",0.89
"6609027","102.200.218.193","2023-01-29 21:27",0.77
"6609028","102.200.218.193","2023-01-29 21:26",11.24
"6609029","102.200.218.193","2023-01-29 21:25",9.31
"6609030","102.200.218.193","2023-01-29 21:24",7.26
"6609031","102.200.218.193","2023-01-29 21:22",7.24
"6609032","102.200.218.193","2023-01-29 21:21",7.08
"6609033","102.200.218.193","2023-01-29 21:20",7.3
"6609034","102.200.218.193","2023-01-29 21:19",7.04
"6609035","102.200.218.193","2023-01-29 21:18",7.15
"6609036","102.200.218.193","2023-01-29 21:17",7.04
"6609037","102.200.218.193","2023-01-29 21:16",2.6
"6609038","102.200.218.193","2023-01-29 21:15",3.69
"6609039","102.200.218.193","2023-01-29 21:14",13.3
"6609040","102.200.218.193","2023-01-29 21:13",73.62
"6609041","102.200.218.193","2023-01-29 21:12",3.58
"6609042","102.200.218.193","2023-01-29 21:11",8.3
"6609043","102.200.218.193","2023-01-29 21:10",9.99
"6609044","102.200.218.193","2023-01-29 21:09",3.27
"6609045","102.200.218.193","2023-01-29 21:07",8.53
"6609046","102.200.218.193","2023-01-29 21:06",2.06
"6609047","102.200.218.193","2023-01-29 21:05",2.58
"6609048","102.200.218.193","2023-01-29 21:04",1.64
"6609049","102.200.218.193","2023-01-29 21:03",1.11
"6609050","102.200.218.193","2023-01-29 21:02",1.15
"6609051","102.200.218.193","2023-01-29 21:01",1.37
"6609052","102.200.218.193","2023-01-29 21:00",1.21
"6609053","102.200.218.193","2023-01-29 20:59",6.18
"6609054","102.200.218.193","2023-01-29 20:58",7.45
"6609055","102.200.218.193","2023-01-29 20:57",7.28
"6609056","102.200.218.193","2023-01-29 20:56",7.52
"6609057","102.200.218.193","2023-01-29 20:55",7.36
"6609058","102.200.218.193","2023-01-29 20:54",7.31
"6609059","102.200.218.193","2023-01-29 20:53",7.16
"6609060","102.200.218.193","2023-01-29 20:52",7.27
"6609061","102.200.218.193","2023-01-29 20:51",7.27
"6609062","102.200.218.193","2023-01-29 20:50",7.42
"6609063","102.200.218.193","2023-01-29 20:49",7.27
"6609064","102.200.218.193","2023-01-29 20:48",7.42
"6609065","102.200.218.193","2023-01-29 20:47",7.15
"6609066","102.200.218.193","2023-01-29 20:46",7.23
"6609067","102.200.218.193","2023-01-29 20:45",7.06
"6609068","102.200.218.193","2023-01-29 20:44",7.8
"6609069","102.200.218.193","2023-01-29 20:42",7
"6609070","102.200.218.193","2023-01-29 20:41",6.79
"6609071","102.200.218.193","2023-01-29 20:40",7
"6609072","102.200.218.193","2023-01-29 20:39",6.94
"6609073","102.200.218.193","2023-01-29 20:38",6.84
"6609074","102.200.218.193","2023-01-29 20:37",6.92
"6609075","102.200.218.193","2023-01-29 20:36",6.93
"6609076","102.200.218.193","2023-01-29 20:35",6.93
"6609077","102.200.218.193","2023-01-29 20:34",7.36
"6609078","102.200.218.193","2023-01-29 20:33",7.06
"6609079","102.200.218.193","2023-01-29 20:32",7.03
"6609080","102.200.218.193","2023-01-29 20:31",23.11
"6609081","102.200.218.193","2023-01-29 20:29",39.18
"6609082","102.200.218.193","2023-01-29 20:28",40.49
"6609083","102.200.218.193","2023-01-29 20:27",40.63
"6609084","102.200.218.193","2023-01-29 20:26",11.59
"6609085","102.200.218.193","2023-01-29 20:25",8.53
"6609086","102.200.218.193","2023-01-29 20:24",1
"6609087","102.200.218.193","2023-01-29 20:23",0.79
"6609088","102.200.218.193","2023-01-29 20:22",1.15
"6609089","102.200.218.193","2023-01-29 20:21",0.79
"6609090","102.200.218.193","2023-01-29 20:20",1.09
"6609091","102.200.218.193","2023-01-29 20:19",0.74
"6609092","102.200.218.193","2023-01-29 20:18",0.98
"6609093","102.200.218.193","2023-01-29 20:17",0.73
"6609094","102.200.218.193","2023-01-29 20:16",0.91
"6609095","102.200.218.193","2023-01-29 20:15",0.81
"6609096","102.200.218.193","2023-01-29 20:14",0.86
"6609097","102.200.218.193","2023-01-29 20:13",0.82
"6609098","102.200.218.193","2023-01-29 20:12",2.27
"6609099","102.200.218.193","2023-01-29 20:11",1.99
"6609100","102.200.218.193","2023-01-29 20:10",2.12
"6609101","102.200.218.193","2023-01-29 20:08",7.39
"6609102","102.200.218.193","2023-01-29 20:07",7.96
"6609103","102.200.218.193","2023-01-29 20:06",2.5
"6609104","102.200.218.193","2023-01-29 20:05",2.68
"6609105","102.200.218.193","2023-01-29 20:04",2.25
"6609106","102.200.218.193","2023-01-29 20:03",4.66
"6609107","102.200.218.193","2023-01-29 20:02",7.7
"6609108","102.200.218.193","2023-01-29 20:01",5.58
"6609109","102.200.218.193","2023-01-29 20:00",5.72
"6609110","102.200.218.193","2023-01-29 19:58",31.31
"6609111","102.200.218.193","2023-01-29 19:57",30.86
"6609112","102.200.218.193","2023-01-29 19:56",0.88
"6609113","102.200.218.193","2023-01-29 19:55",0.88
"6609114","102.200.218.193","2023-01-29 19:54",0.97
"6609115","102.200.218.193","2023-01-29 19:53",0.74
"6609116","102.200.218.193","2023-01-29 19:52",0.93
"6609117","102.200.218.193","2023-01-29 19:51",0.72
"6609118","102.200.218.193","2023-01-29 19:50",0.98
"6609119","102.200.218.193","2023-01-29 19:49",5.59
"6609120","102.200.218.193","2023-01-29 19:48",7.04
"6609121","102.200.218.193","2023-01-29 19:47",2.49
"6609122","102.200.218.193","2023-01-29 19:46",2.61
"6609123","102.200.218.193","2023-01-29 19:45",11.21
"6609124","102.200.218.193","2023-01-29 19:44",1.34
"6609125","102.200.218.193","2023-01-29 19:43",1.64
"6609126","102.200.218.193","2023-01-29 19:42",7.1
"6609127","102.200.218.193","2023-01-29 19:41",6.84
"6609128","102.200.218.193","2023-01-29 19:40",7.2
"6609129","102.200.218.193","2023-01-29 19:38",7.01
"6609130","102.200.218.193","2023-01-29 19:37",6.95
"6609131","102.200.218.193","2023-01-29 19:36",7.07
"6609132","102.200.218.193","2023-01-29 19:35",7.77
"6609133","102.200.218.193","2023-01-29 19:34",1.02
"6609134","102.200.218.193","2023-01-29 19:33",0.73
"6609135","102.200.218.193","2023-01-29 19:32",0.92
"6609136","102.200.218.193","2023-01-29 19:31",8.99
"6609137","102.200.218.193","2023-01-29 19:30",5.81
"6609138","102.200.218.193","2023-01-29 19:29",0.93
"6609139","102.200.218.193","2023-01-29 19:28",0.93
"6609140","102.200.218.193","2023-01-29 19:27",0.87
"6609141","102.200.218.193","2023-01-29 19:26",0.93
"6609142","102.200.218.193","2023-01-29 19:25",0.81
"6609143","102.200.218.193","2023-01-29 19:24",2.25
"6609144","102.200.218.193","2023-01-29 19:23",0.73
"6609145","102.200.218.193","2023-01-29 19:22",0.94
"6609146","102.200.218.193","2023-01-29 19:20",1.01
"6609147","102.200.218.193","2023-01-29 19:19",0.82
"6609148","102.200.218.193","2023-01-29 19:18",0.91
"6609149","102.200.218.193","2023-01-29 19:17",0.83
"6609150","102.200.218.193","2023-01-29 19:16",0.9
"6609151","102.200.218.193","2023-01-29 19:15",0.78
"6609152","102.200.218.193","2023-01-29 19:14",1
"6609153","102.200.218.193","2023-01-29 19:13",0.72
"6609154","102.200.218.193","2023-01-29 19:12",0.93
"6609155","102.200.218.193","2023-01-29 19:11",0.76
"6609156","102.200.218.193","2023-01-29 19:10",1.04
"6609157","102.200.218.193","2023-01-29 19:09",1.02
"6609158","102.200.218.193","2023-01-29 19:08",0.91
"6609159","102.200.218.193","2023-01-29 19:07",0.85
"6609160","102.200.218.193","2023-01-29 19:06",1.06
"6609161","102.200.218.193","2023-01-29 19:05",0.8
"6609162","102.200.218.193","2023-01-29 19:04",0.92
"6609163","102.200.218.193","2023-01-29 19:03",0.75
"6609164","102.200.218.193","2023-01-29 19:02",1.04
"6609165","102.200.218.193","2023-01-29 19:01",0.81
"6609166","102.200.218.193","2023-01-29 19:00",0.99
